"original_path","new_path","category","experiment_id","action","reason","verified","migration_phase"
"Graficas/06_Matriz_Centroides_Similitud.png","results/historical/diagnostics/Graficas/06_Matriz_Centroides_Similitud.png","LOCAL_ARTIFACT","DIAG-001","git mv","Mover figura histórica a resultados conservando el subdirectorio de diagnóstico.","true","2"
"Graficas/07_KDE_Separabilidad_Similitud.png","results/historical/diagnostics/Graficas/07_KDE_Separabilidad_Similitud.png","LOCAL_ARTIFACT","DIAG-001","git mv","Mover figura histórica a resultados conservando el subdirectorio de diagnóstico.","true","2"
"Graficas/G_Final_1_DataLeakage.png","results/historical/diagnostics/Graficas/G_Final_1_DataLeakage.png","LOCAL_ARTIFACT","DIAG-001","git mv","Mover figura histórica a resultados conservando el subdirectorio de diagnóstico.","true","2"
"Graficas/G_Final_2_EstadoDelArte.png","results/historical/diagnostics/Graficas/G_Final_2_EstadoDelArte.png","LOCAL_ARTIFACT","DIAG-001","git mv","Mover figura histórica a resultados conservando el subdirectorio de diagnóstico.","true","2"
"features_old/G2_Degradacion_Concept_Drift.png","results/historical/macro/features_old/G2_Degradacion_Concept_Drift.png","LOCAL_ARTIFACT","FEAT-001","git mv","Mover figura histórica Macro conservando la procedencia features_old.","true","2"
"features_old/G8_Matriz_Similitud_Coseno.png","results/historical/macro/features_old/G8_Matriz_Similitud_Coseno.png","LOCAL_ARTIFACT","FEAT-001","git mv","Mover figura histórica Macro conservando la procedencia features_old.","true","2"
"features_old/G9_KDE_Similitud_Intra_Inter.png","results/historical/macro/features_old/G9_KDE_Similitud_Intra_Inter.png","LOCAL_ARTIFACT","FEAT-001","git mv","Mover figura histórica Macro conservando la procedencia features_old.","true","2"
"deep_metric_learning/G1_Analisis_Preprocesamiento_Comparativo.png","results/historical/dml/deep_metric_learning/G1_Analisis_Preprocesamiento_Comparativo.png","LOCAL_ARTIFACT","DML-003","git mv","Mover figura histórica DML conservando la procedencia del pipeline por fases.","true","2"
"deep_metric_learning/G2_Validacion_Lote_PK.png","results/historical/dml/deep_metric_learning/G2_Validacion_Lote_PK.png","LOCAL_ARTIFACT","DML-003","git mv","Mover figura histórica DML conservando la procedencia del pipeline por fases.","true","2"
"deep_metric_learning/G3_A_Curvas_Convergencia.png","results/historical/dml/deep_metric_learning/G3_A_Curvas_Convergencia.png","LOCAL_ARTIFACT","DML-003","git mv","Mover figura histórica DML conservando la procedencia del pipeline por fases.","true","2"
"deep_metric_learning/G3_B_Topologia_Latente_UMAP.png","results/historical/dml/deep_metric_learning/G3_B_Topologia_Latente_UMAP.png","LOCAL_ARTIFACT","DML-003","git mv","Mover figura histórica DML conservando la procedencia del pipeline por fases.","true","2"
"features/__pycache__/EXP1_Evaluar_Invariantes.cpython-314.pyc","legacy/diagnostics/bytecode/features/EXP1_Evaluar_Invariantes.cpython-314.pyc","LOCAL_BYTECODE","NONE","mv","Conservar bytecode local generado sin dejarlo en un directorio antiguo.","true","2"
"features/__pycache__/EXP1_Train_Invariantes.cpython-314.pyc","legacy/diagnostics/bytecode/features/EXP1_Train_Invariantes.cpython-314.pyc","LOCAL_BYTECODE","NONE","mv","Conservar bytecode local generado sin dejarlo en un directorio antiguo.","true","2"
"vectores_features_v2/__pycache__/DIA_01_Aislamiento_Sitios_Estables.cpython-314.pyc","legacy/diagnostics/bytecode/vectores_features_v2/DIA_01_Aislamiento_Sitios_Estables.cpython-314.pyc","LOCAL_BYTECODE","NONE","mv","Conservar bytecode local generado sin dejarlo en un directorio antiguo.","true","2"
"vectores_features_v2/__pycache__/EXP4_Train_94F3000V_InclinadoV.cpython-314.pyc","legacy/diagnostics/bytecode/vectores_features_v2/EXP4_Train_94F3000V_InclinadoV.cpython-314.pyc","LOCAL_BYTECODE","NONE","mv","Conservar bytecode local generado sin dejarlo en un directorio antiguo.","true","2"
".DS_Store","legacy/diagnostics/metadata/.DS_Store","LOCAL_METADATA","NONE","mv","Conservar metadata local fuera de la raíz.","true","2"
"credentials_qwen.json","../credentials_qwen.json","SECURITY","NONE","mv","Credencial ignorada y no trackeada; trasladada fuera del repositorio sin leerla.","true","2"
"__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Directorio vacío verificado después de la limpieza.","true","2"
"concept_drift/__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Subdirectorio vacío verificado después de mover su contenido.","true","2"
"concept_drift_old/__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Subdirectorio vacío verificado después de mover su contenido.","true","2"
"deep_metric_learning/__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Subdirectorio vacío verificado después de mover su contenido.","true","2"
"estado_del_arte/__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Subdirectorio vacío verificado después de mover su contenido.","true","2"
"features/__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Subdirectorio vacío verificado después de mover su contenido.","true","2"
"features_old/__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Subdirectorio vacío verificado después de mover su contenido.","true","2"
"Graficas/__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Subdirectorio vacío verificado después de mover su contenido.","true","2"
"vectores/__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Subdirectorio vacío verificado después de mover su contenido.","true","2"
"vectores_features_v2/__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Subdirectorio vacío verificado después de mover su contenido.","true","2"
"Vectores-24h/__pycache__","N/A","DIRECTORY","NONE","rmdir-empty","Subdirectorio vacío verificado después de mover su contenido.","true","2"
"concept_drift","N/A","DIRECTORY","NONE","rmdir-empty","Directorio antiguo vacío verificado después de mover todo su contenido.","true","2"
"concept_drift_old","N/A","DIRECTORY","NONE","rmdir-empty","Directorio antiguo vacío verificado después de mover todo su contenido.","true","2"
"deep_metric_learning","N/A","DIRECTORY","NONE","rmdir-empty","Directorio antiguo vacío verificado después de mover todo su contenido.","true","2"
"estado_del_arte","N/A","DIRECTORY","NONE","rmdir-empty","Directorio antiguo vacío verificado después de mover todo su contenido.","true","2"
"features","N/A","DIRECTORY","NONE","rmdir-empty","Directorio antiguo vacío verificado después de mover todo su contenido.","true","2"
"features_old","N/A","DIRECTORY","NONE","rmdir-empty","Directorio antiguo vacío verificado después de mover todo su contenido.","true","2"
"Graficas","N/A","DIRECTORY","NONE","rmdir-empty","Directorio antiguo vacío verificado después de mover todo su contenido.","true","2"
"vectores","N/A","DIRECTORY","NONE","rmdir-empty","Directorio antiguo vacío verificado después de mover todo su contenido.","true","2"
"vectores_features_v2","N/A","DIRECTORY","NONE","rmdir-empty","Directorio antiguo vacío verificado después de mover todo su contenido.","true","2"
"Vectores-24h","N/A","DIRECTORY","NONE","rmdir-empty","Directorio antiguo vacío verificado después de mover todo su contenido.","true","2"
".DS_Store","docs/migration/.DS_Store","LOCAL_METADATA","NONE","mv","Retirar metadatos locales no trackeados de la raíz sin eliminar información ni tocar legacy.","true","3"
